0.02;0.34;0.10;387
0.02;0.32;0.10;374
0.02;0.30;0.10;375
0.02;0.28;0.10;377
0.02;0.26;0.10;379
0.02;0.24;0.10;380
0.02;0.22;0.10;382
0.02;0.20;0.10;383
0.02;0.18;0.10;385
0.02;0.16;0.10;386
0.02;0.14;0.10;388
0.02;0.12;0.10;389
0.02;0.10;0.10;391
0.02;0.08;0.10;392
0.02;0.06;0.10;394
0.02;0.04;0.10;395
0.02;0.02;0.10;482
0.02;0.32;0.12;402
0.02;0.30;0.12;336
0.02;0.28;0.12;308
0.02;0.26;0.12;291
0.02;0.24;0.12;278
0.02;0.22;0.12;267
0.02;0.20;0.12;259
0.02;0.18;0.12;252
0.02;0.16;0.12;245
0.02;0.14;0.12;239
0.02;0.12;0.12;234
0.02;0.10;0.12;229
0.02;0.08;0.12;225
0.02;0.06;0.12;225
0.02;0.04;0.12;225
0.02;0.02;0.12;232
0.02;0.30;0.14;383
0.02;0.28;0.14;335
0.02;0.26;0.14;311
0.02;0.24;0.14;295
0.02;0.22;0.14;283
0.02;0.20;0.14;274
0.02;0.18;0.14;266
0.02;0.16;0.14;259
0.02;0.14;0.14;253
0.02;0.12;0.14;248
0.02;0.10;0.14;242
0.02;0.08;0.14;238
0.02;0.06;0.14;233
0.02;0.04;0.14;229
0.02;0.02;0.14;225
0.02;0.28;0.16;366
0.02;0.26;0.16;331
0.02;0.24;0.16;311
0.02;0.22;0.16;297
0.02;0.20;0.16;287
0.02;0.18;0.16;278
0.02;0.16;0.16;271
0.02;0.14;0.16;265
0.02;0.12;0.16;259
0.02;0.10;0.16;254
0.02;0.08;0.16;249
0.02;0.06;0.16;245
0.02;0.04;0.16;241
0.02;0.02;0.16;237
0.02;0.26;0.18;374
0.02;0.24;0.18;335
0.02;0.22;0.18;314
0.02;0.20;0.18;300
0.02;0.18;0.18;290
0.02;0.16;0.18;282
0.02;0.14;0.18;275
0.02;0.12;0.18;270
0.02;0.10;0.18;265
0.02;0.08;0.18;260
0.02;0.06;0.18;256
0.02;0.04;0.18;252
0.02;0.02;0.18;248
0.02;0.24;0.20;439
0.02;0.22;0.20;360
0.02;0.20;0.20;332
0.02;0.18;0.20;315
0.02;0.16;0.20;302
0.02;0.14;0.20;293
0.02;0.12;0.20;285
0.02;0.10;0.20;279
0.02;0.08;0.20;273
0.02;0.06;0.20;269
0.02;0.04;0.20;264
0.02;0.02;0.20;260
0.02;0.20;0.22;417
0.02;0.18;0.22;361
0.02;0.16;0.22;336
0.02;0.14;0.22;320
0.02;0.12;0.22;309
0.02;0.10;0.22;300
0.02;0.08;0.22;293
0.02;0.06;0.22;287
0.02;0.04;0.22;282
0.02;0.02;0.22;278
0.02;0.16;0.24;450
0.02;0.14;0.24;377
0.02;0.12;0.24;350
0.02;0.10;0.24;333
0.02;0.08;0.24;322
0.02;0.06;0.24;313
0.02;0.04;0.24;306
0.02;0.02;0.24;300
0.02;0.10;0.26;447
0.02;0.08;0.26;388
0.02;0.06;0.26;364
0.02;0.04;0.26;349
0.02;0.02;0.26;339
0.04;0.36;0.10;366
0.04;0.34;0.10;361
0.04;0.32;0.10;362
0.04;0.30;0.10;362
0.04;0.28;0.10;363
0.04;0.26;0.10;363
0.04;0.24;0.10;364
0.04;0.22;0.10;365
0.04;0.20;0.10;365
0.04;0.18;0.10;365
0.04;0.16;0.10;366
0.04;0.14;0.10;366
0.04;0.12;0.10;367
0.04;0.10;0.10;367
0.04;0.08;0.10;368
0.04;0.06;0.10;368
0.04;0.04;0.10;369
0.04;0.02;0.10;506
0.04;0.34;0.12;375
0.04;0.32;0.12;328
0.04;0.30;0.12;305
0.04;0.28;0.12;289
0.04;0.26;0.12;277
0.04;0.24;0.12;268
0.04;0.22;0.12;260
0.04;0.20;0.12;253
0.04;0.18;0.12;246
0.04;0.16;0.12;241
0.04;0.14;0.12;236
0.04;0.12;0.12;231
0.04;0.10;0.12;227
0.04;0.08;0.12;224
0.04;0.06;0.12;224
0.04;0.04;0.12;224
0.04;0.02;0.12;230
0.04;0.32;0.14;367
0.04;0.30;0.14;329
0.04;0.28;0.14;308
0.04;0.26;0.14;294
0.04;0.24;0.14;283
0.04;0.22;0.14;274
0.04;0.20;0.14;266
0.04;0.18;0.14;260
0.04;0.16;0.14;254
0.04;0.14;0.14;249
0.04;0.12;0.14;244
0.04;0.10;0.14;240
0.04;0.08;0.14;236
0.04;0.06;0.14;232
0.04;0.04;0.14;228
0.04;0.02;0.14;224
0.04;0.30;0.16;364
0.04;0.28;0.16;329
0.04;0.26;0.16;310
0.04;0.24;0.16;297
0.04;0.22;0.16;287
0.04;0.20;0.16;279
0.04;0.18;0.16;272
0.04;0.16;0.16;266
0.04;0.14;0.16;260
0.04;0.12;0.16;256
0.04;0.10;0.16;251
0.04;0.08;0.16;247
0.04;0.06;0.16;243
0.04;0.04;0.16;240
0.04;0.02;0.16;236
0.04;0.28;0.18;414
0.04;0.26;0.18;350
0.04;0.24;0.18;324
0.04;0.22;0.18;308
0.04;0.20;0.18;296
0.04;0.18;0.18;286
0.04;0.16;0.18;279
0.04;0.14;0.18;272
0.04;0.12;0.18;267
0.04;0.10;0.18;262
0.04;0.08;0.18;258
0.04;0.06;0.18;254
0.04;0.04;0.18;251
0.04;0.02;0.18;247
0.04;0.24;0.20;392
0.04;0.22;0.20;348
0.04;0.20;0.20;326
0.04;0.18;0.20;311
0.04;0.16;0.20;301
0.04;0.14;0.20;292
0.04;0.12;0.20;285
0.04;0.10;0.20;279
0.04;0.08;0.20;274
0.04;0.06;0.20;270
0.04;0.04;0.20;266
0.04;0.02;0.20;262
0.04;0.20;0.22;398
0.04;0.18;0.22;356
0.04;0.16;0.22;334
0.04;0.14;0.22;320
0.04;0.12;0.22;310
0.04;0.10;0.22;302
0.04;0.08;0.22;295
0.04;0.06;0.22;290
0.04;0.04;0.22;285
0.04;0.02;0.22;281
0.04;0.16;0.24;455
0.04;0.14;0.24;382
0.04;0.12;0.24;355
0.04;0.10;0.24;339
0.04;0.08;0.24;328
0.04;0.06;0.24;319
0.04;0.04;0.24;313
0.04;0.02;0.24;307
0.04;0.08;0.26;424
0.04;0.06;0.26;387
0.04;0.04;0.26;369
0.04;0.02;0.26;357
0.06;0.38;0.10;362
0.06;0.36;0.10;353
0.06;0.34;0.10;353
0.06;0.32;0.10;354
0.06;0.30;0.10;354
0.06;0.28;0.10;354
0.06;0.26;0.10;354
0.06;0.24;0.10;354
0.06;0.22;0.10;354
0.06;0.20;0.10;354
0.06;0.18;0.10;354
0.06;0.16;0.10;354
0.06;0.14;0.10;354
0.06;0.12;0.10;354
0.06;0.10;0.10;353
0.06;0.08;0.10;353
0.06;0.06;0.10;356
0.06;0.04;0.10;369
0.06;0.02;0.10;521
0.06;0.36;0.12;366
0.06;0.34;0.12;326
0.06;0.32;0.12;305
0.06;0.30;0.12;290
0.06;0.28;0.12;278
0.06;0.26;0.12;269
0.06;0.24;0.12;261
0.06;0.22;0.12;255
0.06;0.20;0.12;249
0.06;0.18;0.12;243
0.06;0.16;0.12;238
0.06;0.14;0.12;234
0.06;0.12;0.12;230
0.06;0.10;0.12;226
0.06;0.08;0.12;224
0.06;0.06;0.12;224
0.06;0.04;0.12;224
0.06;0.02;0.12;229
0.06;0.36;0.14;731
0.06;0.34;0.14;362
0.06;0.32;0.14;328
0.06;0.30;0.14;308
0.06;0.28;0.14;294
0.06;0.26;0.14;284
0.06;0.24;0.14;275
0.06;0.22;0.14;268
0.06;0.20;0.14;262
0.06;0.18;0.14;256
0.06;0.16;0.14;251
0.06;0.14;0.14;247
0.06;0.12;0.14;242
0.06;0.10;0.14;238
0.06;0.08;0.14;235
0.06;0.06;0.14;231
0.06;0.04;0.14;227
0.06;0.02;0.14;224
0.06;0.32;0.16;397
0.06;0.30;0.16;342
0.06;0.28;0.16;317
0.06;0.26;0.16;301
0.06;0.24;0.16;289
0.06;0.22;0.16;280
0.06;0.20;0.16;273
0.06;0.18;0.16;268
0.06;0.16;0.16;262
0.06;0.14;0.16;258
0.06;0.12;0.16;254
0.06;0.10;0.16;250
0.06;0.08;0.16;246
0.06;0.06;0.16;243
0.06;0.04;0.16;239
0.06;0.02;0.16;236
0.06;0.28;0.18;376
0.06;0.26;0.18;338
0.06;0.24;0.18;318
0.06;0.22;0.18;304
0.06;0.20;0.18;293
0.06;0.18;0.18;285
0.06;0.16;0.18;278
0.06;0.14;0.18;272
0.06;0.12;0.18;267
0.06;0.10;0.18;263
0.06;0.08;0.18;259
0.06;0.06;0.18;255
0.06;0.04;0.18;251
0.06;0.02;0.18;248
0.06;0.26;0.20;543
0.06;0.24;0.20;374
0.06;0.22;0.20;342
0.06;0.20;0.20;323
0.06;0.18;0.20;310
0.06;0.16;0.20;301
0.06;0.14;0.20;293
0.06;0.12;0.20;286
0.06;0.10;0.20;281
0.06;0.08;0.20;276
0.06;0.06;0.20;272
0.06;0.04;0.20;269
0.06;0.02;0.20;265
0.06;0.20;0.22;392
0.06;0.18;0.22;356
0.06;0.16;0.22;336
0.06;0.14;0.22;323
0.06;0.12;0.22;313
0.06;0.10;0.22;306
0.06;0.08;0.22;299
0.06;0.06;0.22;294
0.06;0.04;0.22;290
0.06;0.02;0.22;286
0.06;0.16;0.24;505
0.06;0.14;0.24;395
0.06;0.12;0.24;366
0.06;0.10;0.24;349
0.06;0.08;0.24;337
0.06;0.06;0.24;329
0.06;0.04;0.24;322
0.06;0.02;0.24;317
0.06;0.06;0.26;454
0.06;0.04;0.26;412
0.06;0.02;0.26;392
0.08;0.40;0.10;362
0.08;0.38;0.10;349
0.08;0.36;0.10;348
0.08;0.34;0.10;348
0.08;0.32;0.10;348
0.08;0.30;0.10;348
0.08;0.28;0.10;347
0.08;0.26;0.10;347
0.08;0.24;0.10;347
0.08;0.22;0.10;346
0.08;0.20;0.10;346
0.08;0.18;0.10;346
0.08;0.16;0.10;345
0.08;0.14;0.10;345
0.08;0.12;0.10;345
0.08;0.10;0.10;344
0.08;0.08;0.10;347
0.08;0.06;0.10;351
0.08;0.04;0.10;369
0.08;0.02;0.10;516
0.08;0.38;0.12;364
0.08;0.36;0.12;326
0.08;0.34;0.12;306
0.08;0.32;0.12;291
0.08;0.30;0.12;280
0.08;0.28;0.12;271
0.08;0.26;0.12;264
0.08;0.24;0.12;257
0.08;0.22;0.12;252
0.08;0.20;0.12;246
0.08;0.18;0.12;242
0.08;0.16;0.12;237
0.08;0.14;0.12;233
0.08;0.12;0.12;229
0.08;0.10;0.12;225
0.08;0.08;0.12;223
0.08;0.06;0.12;223
0.08;0.04;0.12;223
0.08;0.02;0.12;227
0.08;0.36;0.14;382
0.08;0.34;0.14;334
0.08;0.32;0.14;310
0.08;0.30;0.14;296
0.08;0.28;0.14;285
0.08;0.26;0.14;277
0.08;0.24;0.14;270
0.08;0.22;0.14;264
0.08;0.20;0.14;259
0.08;0.18;0.14;254
0.08;0.16;0.14;249
0.08;0.14;0.14;245
0.08;0.12;0.14;242
0.08;0.10;0.14;238
0.08;0.08;0.14;235
0.08;0.06;0.14;231
0.08;0.04;0.14;228
0.08;0.02;0.14;224
0.08;0.32;0.16;364
0.08;0.30;0.16;330
0.08;0.28;0.16;311
0.08;0.26;0.16;297
0.08;0.24;0.16;287
0.08;0.22;0.16;279
0.08;0.20;0.16;272
0.08;0.18;0.16;266
0.08;0.16;0.16;261
0.08;0.14;0.16;257
0.08;0.12;0.16;253
0.08;0.10;0.16;249
0.08;0.08;0.16;246
0.08;0.06;0.16;243
0.08;0.04;0.16;240
0.08;0.02;0.16;237
0.08;0.30;0.18;436
0.08;0.28;0.18;359
0.08;0.26;0.18;331
0.08;0.24;0.18;314
0.08;0.22;0.18;302
0.08;0.20;0.18;293
0.08;0.18;0.18;285
0.08;0.16;0.18;279
0.08;0.14;0.18;273
0.08;0.12;0.18;269
0.08;0.10;0.18;265
0.08;0.08;0.18;261
0.08;0.06;0.18;257
0.08;0.04;0.18;254
0.08;0.02;0.18;251
0.08;0.26;0.20;438
0.08;0.24;0.20;366
0.08;0.22;0.20;339
0.08;0.20;0.20;323
0.08;0.18;0.20;311
0.08;0.16;0.20;302
0.08;0.14;0.20;295
0.08;0.12;0.20;289
0.08;0.10;0.20;284
0.08;0.08;0.20;280
0.08;0.06;0.20;276
0.08;0.04;0.20;272
0.08;0.02;0.20;269
0.08;0.20;0.22;394
0.08;0.18;0.22;359
0.08;0.16;0.22;340
0.08;0.14;0.22;328
0.08;0.12;0.22;318
0.08;0.10;0.22;311
0.08;0.08;0.22;305
0.08;0.06;0.22;301
0.08;0.04;0.22;296
0.08;0.02;0.22;293
0.08;0.14;0.24;426
0.08;0.12;0.24;385
0.08;0.10;0.24;365
0.08;0.08;0.24;352
0.08;0.06;0.24;343
0.08;0.04;0.24;336
0.08;0.02;0.24;331
0.10;0.42;0.10;364
0.10;0.40;0.10;345
0.10;0.38;0.10;345
0.10;0.36;0.10;345
0.10;0.34;0.10;344
0.10;0.32;0.10;344
0.10;0.30;0.10;343
0.10;0.28;0.10;343
0.10;0.26;0.10;342
0.10;0.24;0.10;342
0.10;0.22;0.10;341
0.10;0.20;0.10;341
0.10;0.18;0.10;340
0.10;0.16;0.10;340
0.10;0.14;0.10;339
0.10;0.12;0.10;339
0.10;0.10;0.10;339
0.10;0.08;0.10;344
0.10;0.06;0.10;348
0.10;0.04;0.10;369
0.10;0.02;0.10;502
0.10;0.40;0.12;369
0.10;0.38;0.12;328
0.10;0.36;0.12;307
0.10;0.34;0.12;293
0.10;0.32;0.12;283
0.10;0.30;0.12;274
0.10;0.28;0.12;266
0.10;0.26;0.12;260
0.10;0.24;0.12;255
0.10;0.22;0.12;250
0.10;0.20;0.12;245
0.10;0.18;0.12;241
0.10;0.16;0.12;237
0.10;0.14;0.12;233
0.10;0.12;0.12;229
0.10;0.10;0.12;226
0.10;0.08;0.12;223
0.10;0.06;0.12;223
0.10;0.04;0.12;223
0.10;0.02;0.12;226
0.10;0.38;0.14;466
0.10;0.36;0.14;354
0.10;0.34;0.14;323
0.10;0.32;0.14;304
0.10;0.30;0.14;291
0.10;0.28;0.14;281
0.10;0.26;0.14;272
0.10;0.24;0.14;266
0.10;0.22;0.14;261
0.10;0.20;0.14;257
0.10;0.18;0.14;252
0.10;0.16;0.14;249
0.10;0.14;0.14;245
0.10;0.12;0.14;242
0.10;0.10;0.14;238
0.10;0.08;0.14;235
0.10;0.06;0.14;232
0.10;0.04;0.14;229
0.10;0.02;0.14;226
0.10;0.34;0.16;406
0.10;0.32;0.16;348
0.10;0.30;0.16;323
0.10;0.28;0.16;307
0.10;0.26;0.16;295
0.10;0.24;0.16;286
0.10;0.22;0.16;278
0.10;0.20;0.16;272
0.10;0.18;0.16;267
0.10;0.16;0.16;262
0.10;0.14;0.16;258
0.10;0.12;0.16;254
0.10;0.10;0.16;250
0.10;0.08;0.16;247
0.10;0.06;0.16;244
0.10;0.04;0.16;241
0.10;0.02;0.16;238
0.10;0.30;0.18;397
0.10;0.28;0.18;350
0.10;0.26;0.18;328
0.10;0.24;0.18;313
0.10;0.22;0.18;302
0.10;0.20;0.18;293
0.10;0.18;0.18;286
0.10;0.16;0.18;281
0.10;0.14;0.18;276
0.10;0.12;0.18;271
0.10;0.10;0.18;267
0.10;0.08;0.18;264
0.10;0.06;0.18;261
0.10;0.04;0.18;258
0.10;0.02;0.18;254
0.10;0.26;0.20;416
0.10;0.24;0.20;363
0.10;0.22;0.20;339
0.10;0.20;0.20;324
0.10;0.18;0.20;314
0.10;0.16;0.20;305
0.10;0.14;0.20;299
0.10;0.12;0.20;293
0.10;0.10;0.20;288
0.10;0.08;0.20;284
0.10;0.06;0.20;281
0.10;0.04;0.20;278
0.10;0.02;0.20;275
0.10;0.20;0.22;404
0.10;0.18;0.22;367
0.10;0.16;0.22;348
0.10;0.14;0.22;335
0.10;0.12;0.22;326
0.10;0.10;0.22;319
0.10;0.08;0.22;314
0.10;0.06;0.22;309
0.10;0.04;0.22;305
0.10;0.02;0.22;302
0.10;0.12;0.24;430
0.10;0.10;0.24;396
0.10;0.08;0.24;379
0.10;0.06;0.24;368
0.10;0.04;0.24;360
0.10;0.02;0.24;355
0.12;0.44;0.10;377
0.12;0.42;0.10;344
0.12;0.40;0.10;343
0.12;0.38;0.10;342
