0.08;0.12;0.02;258
0.08;0.10;0.02;233
0.08;0.08;0.02;221
0.10;0.20;0.02;277
0.10;0.18;0.02;244
0.10;0.16;0.02;227
0.10;0.14;0.02;216
0.10;0.12;0.02;208
0.10;0.10;0.02;201
0.10;0.08;0.02;233
0.10;0.10;0.04;260
0.12;0.24;0.02;295
0.12;0.22;0.02;249
0.12;0.20;0.02;230
0.12;0.18;0.02;218
0.12;0.16;0.02;208
0.12;0.14;0.02;201
0.12;0.12;0.02;195
0.12;0.10;0.02;208
0.12;0.08;0.02;258
0.12;0.14;0.04;262
0.12;0.12;0.04;237
0.14;0.24;0.02;262
0.14;0.22;0.02;233
0.14;0.20;0.02;218
0.14;0.18;0.02;209
0.14;0.16;0.02;201
0.14;0.14;0.02;195
0.14;0.12;0.02;201
0.14;0.10;0.02;216
0.14;0.18;0.04;299
0.14;0.16;0.04;253
0.14;0.14;0.04;234
0.14;0.12;0.04;262
0.16;0.24;0.02;258
0.16;0.22;0.02;232
0.16;0.20;0.02;217
0.16;0.18;0.02;206
0.16;0.16;0.02;199
0.16;0.14;0.02;201
0.16;0.12;0.02;208
0.16;0.10;0.02;227
0.16;0.20;0.04;309
0.16;0.18;0.04;258
0.16;0.16;0.04;238
0.16;0.14;0.04;253
0.18;0.24;0.02;263
0.18;0.22;0.02;236
0.18;0.20;0.02;220
0.18;0.18;0.02;209
0.18;0.16;0.02;206
0.18;0.14;0.02;209
0.18;0.12;0.02;218
0.18;0.10;0.02;244
0.18;0.20;0.04;275
0.18;0.18;0.04;249
0.18;0.16;0.04;258
0.18;0.14;0.04;299
0.20;0.24;0.02;282
0.20;0.22;0.02;244
0.20;0.20;0.02;226
0.20;0.18;0.02;220
0.20;0.16;0.02;217
0.20;0.14;0.02;218
0.20;0.12;0.02;230
0.20;0.10;0.02;277
0.20;0.22;0.04;370
0.20;0.20;0.04;269
0.20;0.18;0.04;275
0.20;0.16;0.04;309
0.22;0.24;0.02;459
0.22;0.22;0.02;261
0.22;0.20;0.02;244
0.22;0.18;0.02;236
0.22;0.16;0.02;232
0.22;0.14;0.02;233
0.22;0.12;0.02;249
0.22;0.22;0.04;332
0.22;0.20;0.04;370
0.24;0.22;0.02;459
0.24;0.20;0.02;282
0.24;0.18;0.02;263
0.24;0.16;0.02;258
0.24;0.14;0.02;262
0.24;0.12;0.02;295
0.68;0.80;0.02;295
0.68;0.78;0.02;262
0.68;0.76;0.02;258
0.68;0.74;0.02;263
0.68;0.72;0.02;282
0.68;0.70;0.02;459
0.68;0.70;0.04;370
0.68;0.68;0.04;332
0.70;0.80;0.02;249
0.70;0.78;0.02;233
0.70;0.76;0.02;232
0.70;0.74;0.02;236
0.70;0.72;0.02;244
0.70;0.70;0.02;261
0.70;0.68;0.02;459
0.70;0.74;0.04;309
0.70;0.72;0.04;275
0.70;0.70;0.04;269
0.70;0.68;0.04;370
0.72;0.82;0.02;277
0.72;0.80;0.02;230
0.72;0.78;0.02;218
0.72;0.76;0.02;217
0.72;0.74;0.02;220
0.72;0.72;0.02;226
0.72;0.70;0.02;244
0.72;0.68;0.02;282
0.72;0.76;0.04;299
0.72;0.74;0.04;258
0.72;0.72;0.04;249
0.72;0.70;0.04;275
0.74;0.82;0.02;244
0.74;0.80;0.02;218
0.74;0.78;0.02;209
0.74;0.76;0.02;206
0.74;0.74;0.02;209
0.74;0.72;0.02;220
0.74;0.70;0.02;236
0.74;0.68;0.02;263
0.74;0.76;0.04;253
0.74;0.74;0.04;238
0.74;0.72;0.04;258
0.74;0.70;0.04;309
0.76;0.82;0.02;227
0.76;0.80;0.02;208
0.76;0.78;0.02;201
0.76;0.76;0.02;199
0.76;0.74;0.02;206
0.76;0.72;0.02;217
0.76;0.70;0.02;232
0.76;0.68;0.02;258
0.76;0.78;0.04;262
0.76;0.76;0.04;234
0.76;0.74;0.04;253
0.76;0.72;0.04;299
0.78;0.82;0.02;216
0.78;0.80;0.02;201
0.78;0.78;0.02;195
0.78;0.76;0.02;201
0.78;0.74;0.02;209
0.78;0.72;0.02;218
0.78;0.70;0.02;233
0.78;0.68;0.02;262
0.78;0.78;0.04;237
0.78;0.76;0.04;262
0.80;0.84;0.02;258
0.80;0.82;0.02;208
0.80;0.80;0.02;195
0.80;0.78;0.02;201
0.80;0.76;0.02;208
0.80;0.74;0.02;218
0.80;0.72;0.02;230
0.80;0.70;0.02;249
0.80;0.68;0.02;295
0.80;0.80;0.04;260
0.82;0.84;0.02;233
0.82;0.82;0.02;201
0.82;0.80;0.02;208
0.82;0.78;0.02;216
0.82;0.76;0.02;227
0.82;0.74;0.02;244
0.82;0.72;0.02;277
0.84;0.84;0.02;221
0.84;0.82;0.02;233
0.84;0.80;0.02;258
