0.02;0.36;0.02;387
0.02;0.34;0.02;327
0.02;0.32;0.02;302
0.02;0.30;0.02;285
0.02;0.28;0.02;274
0.02;0.26;0.02;265
0.02;0.24;0.02;259
0.02;0.22;0.02;254
0.02;0.20;0.02;250
0.02;0.18;0.02;246
0.02;0.16;0.02;243
0.02;0.14;0.02;240
0.02;0.12;0.02;237
0.02;0.10;0.02;235
0.02;0.08;0.02;232
0.02;0.06;0.02;229
0.02;0.04;0.02;227
0.02;0.02;0.02;224
0.02;0.38;0.04;407
0.02;0.36;0.04;339
0.02;0.34;0.04;312
0.02;0.32;0.04;294
0.02;0.30;0.04;282
0.02;0.28;0.04;272
0.02;0.26;0.04;264
0.02;0.24;0.04;257
0.02;0.22;0.04;251
0.02;0.20;0.04;246
0.02;0.18;0.04;241
0.02;0.16;0.04;237
0.02;0.14;0.04;233
0.02;0.12;0.04;230
0.02;0.10;0.04;226
0.02;0.08;0.04;224
0.02;0.06;0.04;221
0.02;0.04;0.04;219
0.02;0.02;0.04;216
0.02;0.42;0.06;390
0.02;0.40;0.06;339
0.02;0.38;0.06;314
0.02;0.36;0.06;298
0.02;0.34;0.06;286
0.02;0.32;0.06;276
0.02;0.30;0.06;268
0.02;0.28;0.06;262
0.02;0.26;0.06;256
0.02;0.24;0.06;251
0.02;0.22;0.06;246
0.02;0.20;0.06;242
0.02;0.18;0.06;238
0.02;0.16;0.06;235
0.02;0.14;0.06;231
0.02;0.12;0.06;228
0.02;0.10;0.06;225
0.02;0.08;0.06;222
0.02;0.06;0.06;220
0.02;0.04;0.06;217
0.02;0.02;0.06;214
0.02;0.46;0.08;371
0.02;0.44;0.08;332
0.02;0.42;0.08;311
0.02;0.40;0.08;296
0.02;0.38;0.08;285
0.02;0.36;0.08;276
0.02;0.34;0.08;269
0.02;0.32;0.08;262
0.02;0.30;0.08;257
0.02;0.28;0.08;252
0.02;0.26;0.08;248
0.02;0.24;0.08;244
0.02;0.22;0.08;241
0.02;0.20;0.08;237
0.02;0.18;0.08;234
